area,price,num_of_stories,num_of_bedrooms,num_of_toilets
67.0,2.55,2,2.0,1.0
65.0,5.3,3,,
100.0,6.4,3,4.0,4.0
85.0,6.4,3,4.0,4.0
54.0,3.8,2,3.0,3.0
64.0,7.5,4,5.0,5.0
85.0,4.55,2,4.0,2.0
54.0,2.88,2,2.0,2.0
54.0,2.75,2,3.0,2.0
41.0,2.49,2,1.0,2.0
70.0,3.15,2,2.0,1.0
24.0,1.75,2,2.0,1.0
63.0,2.75,2,3.0,3.0
100.0,10.0,5,5.0,5.0
51.0,4.3,4,4.0,5.0
144.0,9.8,3,4.0,4.0
265.0,31.0,5,5.0,5.0
50.0,4.2,3,3.0,2.0
98.0,3.8,1,2.0,2.0
63.0,2.65,2,3.0,3.0
47.0,2.25,1,2.0,1.0
41.0,2.49,2,1.0,2.0
46.0,2.8,4,5.0,3.0
140.0,7.8,1,1.0,1.0
53.0,4.15,3,3.0,3.0
69.0,4.8,3,4.0,3.0
85.0,8.9,5,5.0,5.0
69.0,4.8,3,4.0,3.0
60.0,3.39,2,2.0,1.0
91.0,12.0,3,3.0,3.0
75.0,4.8,2,2.0,2.0
88.0,4.7,,,
98.0,2.88,1,3.0,3.0
56.0,4.6,4,3.0,4.0
75.0,2.3,1,3.0,3.0
75.0,2.3,1,3.0,3.0
560.0,12.5,2,5.0,5.0
56.0,4.6,4,3.0,4.0
134.0,10.4,2,,
58.0,3.39,2,3.0,2.0
72.0,4.85,3,3.0,3.0
89.0,3.68,2,2.0,2.0
62.0,2.75,2,3.0,2.0
55.0,5.45,2,4.0,3.0
28.0,1.58,2,2.0,2.0
120.0,3.5,3,3.0,4.0
86.0,8.9,5,5.0,5.0
35.0,3.2,2,2.0,2.0
120.0,3.5,3,3.0,4.0
85.0,6.65,3,3.0,4.0
50.0,3.75,3,3.0,3.0
99.0,5.7,4,4.0,5.0
60.0,13.9,3,4.0,3.0
64.0,3.1,3,3.0,2.0
72.0,4.85,3,3.0,3.0
58.0,3.39,2,3.0,2.0
60.0,3.85,3,3.0,4.0
87.0,8.7,5,5.0,5.0
27.0,1.69,3,3.0,2.0
100.0,4.09,3,3.0,4.0
180.0,3.89,,,
65.0,3.45,1,3.0,1.0
90.0,3.6,1,2.0,1.0
100.0,7.98,4,7.0,7.0
43.0,3.5,3,3.0,3.0
80.0,5.6,2,3.0,2.0
31.0,2.19,2,3.0,2.0
99.0,5.7,4,4.0,5.0
85.0,4.35,2,4.0,2.0
61.0,3.09,2,3.0,2.0
80.0,7.5,3,3.0,3.0
42.0,2.65,2,2.0,2.0
41.0,3.85,3,3.0,3.0
85.0,8.9,5,5.0,5.0
55.0,5.6,5,5.0,5.0
55.0,5.6,5,5.0,5.0
460.0,100.0,5,5.0,5.0
85.0,4.35,2,4.0,2.0
120.0,4.4,2,3.0,2.0
125.0,22.5,5,5.0,5.0
90.0,26.5,5,5.0,5.0
90.0,26.5,5,5.0,5.0
65.0,2.8,2,3.0,2.0
101.0,25.0,5,5.0,5.0
80.0,13.5,5,5.0,5.0
65.0,2.8,2,3.0,2.0
33.0,2.15,2,2.0,2.0
345.0,54.0,5,5.0,5.0
85.0,5.7,3,4.0,3.0
33.0,2.15,2,2.0,2.0
54.0,2.79,3,3.0,2.0
143.0,7.4,2,5.0,5.0
85.0,5.7,3,4.0,3.0
30.0,1.65,2,2.0,1.0
30.0,1.65,2,2.0,1.0
131.0,3.65,3,3.0,3.0
54.0,2.59,2,3.0,3.0
60.0,13.9,3,3.0,3.0
64.0,3.25,3,3.0,3.0
200.0,9.95,4,5.0,5.0
60.0,13.9,3,3.0,3.0
47.0,2.15,2,2.0,1.0
125.0,22.5,5,5.0,5.0
44.0,2.45,2,2.0,2.0
73.0,5.1,3,4.0,3.0
350.0,28.5,4,5.0,5.0
184.0,12.9,4,5.0,5.0
72.0,2.42,1,2.0,1.0
125.0,22.5,5,5.0,5.0
35.0,1.95,2,2.0,2.0
57.0,3.6,3,3.0,4.0
150.0,1.75,1,2.0,1.0
85.0,6.69,3,4.0,4.0
59.0,3.39,2,2.0,1.0
41.0,2.59,2,2.0,2.0
25.0,1.6,2,1.0,1.0
50.0,9.8,5,5.0,5.0
65.0,5.1,1,2.0,2.0
58.0,5.0,3,3.0,3.0
129.0,14.5,3,3.0,4.0
6.0,7.5,1,,
40.0,1.88,2,2.0,2.0
72.0,4.89,3,4.0,4.0
88.0,3.6,2,3.0,3.0
135.0,21.0,3,4.0,5.0
63.0,4.75,1,2.0,1.0
170.0,14.6,3,5.0,5.0
100.0,5.3,1,4.0,4.0
115.0,10.5,5,5.0,5.0
67.0,2.55,2,2.0,1.0
31.0,2.05,2,2.0,2.0
385.0,55.0,3,5.0,
107.0,18.0,3,3.0,2.0
100.0,6.25,2,3.0,2.0
100.0,6.25,2,3.0,2.0
66.0,4.1,3,3.0,2.0
20.0,1.55,2,2.0,1.0
100.0,6.1,2,3.0,2.0
54.0,3.29,2,2.0,2.0
50.0,3.6,2,2.0,2.0
96.0,3.0,2,3.0,2.0
108.0,18.0,3,3.0,3.0
40.0,1.88,2,2.0,2.0
5.0,8.95,3,4.0,3.0
56.0,4.6,3,3.0,3.0
65.0,9.9,3,4.0,4.0
92.0,8.95,3,3.0,3.0
35.0,3.29,3,2.0,2.0
66.0,4.1,3,3.0,2.0
72.0,4.2,1,2.0,1.0
42.0,1.63,1,2.0,1.0
100.0,6.95,3,4.0,4.0
140.0,62.0,5,5.0,5.0
80.0,8.5,4,3.0,4.0
95.0,9.95,2,3.0,3.0
95.0,6.59,3,3.0,3.0
45.0,2.09,2,2.0,2.0
230.0,18.9,3,5.0,5.0
64.0,13.5,3,3.0,2.0
62.0,2.48,2,2.0,2.0
64.0,13.5,3,3.0,2.0
88.0,4.3,1,2.0,2.0
132.0,20.5,5,5.0,5.0
54.0,3.29,2,2.0,2.0
45.0,2.09,2,2.0,2.0
60.0,2.55,1,2.0,1.0
96.0,9.99,2,3.0,3.0
50.0,3.2,3,3.0,2.0
50.0,5.5,2,2.0,2.0
60.0,2.55,2,2.0,2.0
70.0,2.45,2,2.0,2.0
108.0,9.5,4,5.0,5.0
90.0,10.9,5,5.0,5.0
120.0,9.99,3,3.0,4.0
47.0,2.39,2,3.0,2.0
80.0,5.76,3,3.0,4.0
50.0,3.2,3,3.0,2.0
92.0,13.0,5,5.0,5.0
122.0,12.5,5,5.0,5.0
129.0,14.5,3,3.0,4.0
258.0,39.5,3,3.0,2.0
258.0,39.5,3,3.0,2.0
70.0,2.35,2,3.0,2.0
67.0,3.58,3,3.0,3.0
70.0,4.25,2,3.0,4.0
50.0,3.2,3,3.0,2.0
100.0,6.79,3,4.0,4.0
66.0,4.3,2,2.0,2.0
100.0,6.5,4,5.0,5.0
60.0,3.39,2,2.0,1.0
100.0,6.79,3,4.0,4.0
56.0,3.8,2,3.0,2.0
58.0,9.7,3,3.0,3.0
96.0,1.52,1,2.0,1.0
43.0,1.78,2,2.0,2.0
55.0,6.7,3,3.0,3.0
77.0,3.05,1,2.0,1.0
150.0,9.5,1,1.0,1.0
134.0,3.75,3,5.0,5.0
100.0,5.3,1,3.0,3.0
59.0,3.39,2,2.0,1.0
53.0,2.19,2,2.0,2.0
39.0,1.79,1,2.0,1.0
30.0,2.39,2,2.0,2.0
70.0,9.5,4,5.0,5.0
52.0,5.95,4,4.0,4.0
95.0,3.6,2,3.0,2.0
46.0,1.99,2,2.0,1.0
72.0,3.95,3,3.0,3.0
65.0,9.9,3,4.0,4.0
67.0,2.45,2,2.0,2.0
58.0,3.39,2,2.0,2.0
97.0,6.29,2,3.0,2.0
77.0,2.28,2,3.0,2.0
83.0,2.35,2,2.0,2.0
85.0,6.65,3,3.0,4.0
65.0,9.9,3,4.0,4.0
58.0,8.8,5,5.0,5.0
210.0,14.1,3,5.0,5.0
31.0,1.68,2,2.0,1.0
134.0,3.75,3,5.0,5.0
90.0,10.8,1,1.0,2.0
172.0,8.2,1,2.0,1.0
95.0,6.1,3,3.0,3.0
50.0,10.1,5,5.0,5.0
93.0,2.45,2,3.0,2.0
45.0,2.85,3,3.0,3.0
134.0,3.75,3,5.0,5.0
100.0,4.3,2,3.0,3.0
50.0,10.1,5,5.0,5.0
75.0,3.85,2,3.0,2.0
76.0,3.05,1,2.0,1.0
60.0,6.1,2,3.0,2.0
125.0,3.6,2,2.0,1.0
45.0,3.9,3,3.0,3.0
55.0,5.45,2,4.0,3.0
85.0,4.99,2,3.0,2.0
33.0,2.37,3,2.0,2.0
62.0,2.54,2,2.0,2.0
75.0,3.5,2,2.0,2.0
128.0,11.2,2,1.0,2.0
58.0,8.8,5,5.0,5.0
81.0,5.3,2,3.0,2.0
81.0,5.6,3,3.0,3.0
89.0,3.1,2,3.0,2.0
63.0,2.75,2,3.0,2.0
101.0,6.49,3,5.0,5.0
67.0,2.45,2,2.0,2.0
70.0,4.2,3,3.0,3.0
105.0,9.2,3,5.0,4.0
95.0,6.1,3,2.0,3.0
450.0,49.99,2,4.0,4.0
36.0,3.15,2,2.0,2.0
72.0,5.45,3,3.0,4.0
95.0,9.6,5,5.0,5.0
95.0,6.0,3,2.0,3.0
62.0,2.65,2,3.0,2.0
72.0,2.7,2,3.0,2.0
100.0,6.5,3,5.0,5.0
67.0,2.45,2,2.0,2.0
28.0,1.55,2,2.0,2.0
93.0,4.69,3,3.0,3.0
73.0,5.5,2,3.0,2.0
67.0,2.45,2,2.0,2.0
123.0,11.0,2,3.0,2.0
65.0,2.85,2,2.0,2.0
70.0,5.65,3,3.0,3.0
50.0,2.78,2,2.0,2.0
81.0,5.6,3,4.0,3.0
90.0,7.5,3,5.0,4.0
100.0,9.5,3,4.0,4.0
74.0,5.15,4,4.0,5.0
41.0,1.89,2,2.0,1.0
75.0,4.35,3,3.0,4.0
61.0,3.19,3,3.0,3.0
116.0,12.8,1,2.0,1.0
36.0,2.3,3,3.0,2.0
190.0,4.3,1,3.0,2.0
68.0,3.2,3,3.0,3.0
54.0,4.65,3,3.0,4.0
150.0,17.0,5,5.0,5.0
150.0,17.0,5,5.0,5.0
64.0,4.35,3,4.0,3.0
96.0,10.99,2,3.0,3.0
83.0,15.2,4,5.0,4.0
90.0,7.5,,,
81.0,6.5,3,3.0,3.0
60.0,6.5,3,3.0,3.0
180.0,13.45,2,4.0,5.0
100.0,5.7,3,4.0,4.0
145.0,17.5,5,5.0,5.0
24.0,1.75,2,2.0,2.0
42.0,2.75,2,2.0,2.0
63.0,3.15,2,3.0,3.0
132.0,20.5,5,5.0,5.0
76.0,2.99,2,3.0,3.0
131.0,20.5,5,5.0,5.0
72.0,4.85,3,4.0,4.0
72.0,4.2,1,2.0,1.0
190.0,7.5,2,3.0,3.0
96.0,12.99,3,4.0,3.0
42.0,2.75,2,2.0,2.0
145.0,17.5,5,5.0,5.0
72.0,4.2,1,2.0,1.0
85.0,6.85,3,4.0,4.0
49.0,4.9,4,4.0,3.0
55.0,5.45,2,4.0,3.0
48.0,4.9,4,4.0,3.0
100.0,6.5,3,3.0,3.0
43.0,3.45,4,3.0,3.0
41.0,3.35,3,3.0,3.0
67.0,3.58,3,3.0,3.0
38.0,2.35,3,3.0,3.0
42.0,3.35,3,3.0,2.0
26.0,1.75,2,2.0,2.0
48.0,4.9,4,4.0,3.0
35.0,3.2,3,2.0,2.0
53.0,2.45,2,2.0,2.0
31.0,2.15,2,2.0,2.0
50.0,4.3,4,4.0,3.0
82.0,2.35,1,2.0,1.0
70.0,2.35,,2.0,2.0
85.0,5.85,4,3.0,3.0
95.0,6.6,3,3.0,3.0
81.0,5.8,3,3.0,3.0
89.0,4.6,,,
52.0,4.75,3,4.0,5.0
58.0,1.67,2,2.0,1.0
58.0,1.95,2,3.0,1.0
58.0,1.95,2,3.0,1.0
65.0,4.5,1,2.0,2.0
70.0,2.35,,2.0,2.0
100.0,25.0,5,5.0,5.0
65.0,4.5,1,2.0,2.0
61.0,3.1,2,3.0,2.0
90.0,5.8,2,3.0,2.0
96.0,10.99,2,3.0,3.0
62.0,9.6,4,4.0,4.0
36.0,3.15,2,2.0,2.0
90.0,2.68,1,2.0,1.0
43.0,3.45,4,2.0,3.0
100.0,8.95,3,4.0,5.0
45.0,4.35,3,2.0,2.0
56.0,5.3,3,3.0,3.0
62.0,9.6,4,4.0,4.0
67.0,4.3,2,2.0,2.0
125.0,16.95,4,5.0,5.0
54.0,2.35,1,2.0,1.0
82.0,7.9,3,4.0,3.0
31.0,2.15,2,2.0,2.0
121.0,5.3,2,3.0,4.0
71.0,14.5,4,3.0,4.0
100.0,7.0,3,4.0,4.0
155.0,12.0,,,
200.0,28.0,,,
40.0,1.88,2,2.0,2.0
212.0,21.2,3,5.0,5.0
100.0,7.0,3,3.0,3.0
125.0,16.95,4,5.0,5.0
83.0,12.5,2,3.0,4.0
40.0,2.7,3,3.0,3.0
96.0,6.2,3,3.0,3.0
175.0,11.0,3,4.0,5.0
100.0,6.7,3,4.0,3.0
42.0,2.48,3,4.0,3.0
49.0,1.78,1,1.0,2.0
40.0,2.69,3,3.0,3.0
58.0,2.69,3,4.0,5.0
61.0,2.8,2,3.0,2.0
122.0,5.1,3,3.0,4.0
51.0,2.6,2,2.0,2.0
200.0,18.0,5,5.0,5.0
210.0,17.5,4,5.0,5.0
100.0,5.7,3,3.0,3.0
72.0,2.17,1,2.0,1.0
117.0,3.3,1,5.0,5.0
60.0,11.5,3,3.0,3.0
43.0,2.65,2,2.0,2.0
156.0,2.15,1,4.0,2.0
105.0,3.45,1,4.0,4.0
90.0,4.69,2,2.0,2.0
153.0,20.0,5,5.0,5.0
81.0,5.7,3,3.0,3.0
41.0,2.45,2,3.0,2.0
122.0,8.0,4,5.0,4.0
153.0,20.0,5,5.0,5.0
75.0,2.4,2,3.0,2.0
43.0,2.45,2,2.0,3.0
100.0,5.3,2,3.0,2.0
122.0,8.0,4,5.0,4.0
130.0,11.9,4,4.0,3.0
96.0,2.55,2,3.0,2.0
60.0,4.5,4,4.0,5.0
51.0,3.15,3,3.0,3.0
80.0,5.75,2,3.0,3.0
70.0,3.95,2,3.0,2.0
48.0,3.5,2,2.0,2.0
50.0,2.78,2,2.0,2.0
65.0,4.5,2,2.0,2.0
75.0,2.4,2,3.0,2.0
121.0,5.2,3,3.0,3.0
91.0,2.75,2,3.0,2.0
78.0,3.6,2,3.0,2.0
100.0,5.3,2,3.0,2.0
90.0,7.3,5,5.0,5.0
124.0,6.0,1,,
43.0,1.78,2,2.0,2.0
58.0,3.4,2,2.0,2.0
91.0,3.7,3,4.0,3.0
78.0,3.6,2,3.0,2.0
48.0,2.75,2,3.0,2.0
87.0,5.2,,3.0,2.0
91.0,3.7,3,3.0,3.0
41.0,2.45,2,3.0,2.0
100.0,4.28,2,3.0,3.0
158.0,3.3,2,3.0,2.0
100.0,4.25,3,,
90.0,6.2,2,3.0,2.0
100.0,5.7,3,3.0,3.0
64.0,2.95,3,3.0,3.0
88.0,7.3,3,5.0,5.0
109.0,12.5,3,4.0,4.0
98.0,2.55,1,3.0,1.0
37.0,3.15,3,3.0,3.0
180.0,6.6,1,5.0,5.0
50.0,3.6,2,2.0,2.0
50.0,3.6,2,2.0,2.0
134.0,9.8,3,4.0,4.0
118.0,6.3,2,4.0,4.0
110.0,6.95,3,3.0,3.0
30.0,1.89,2,2.0,2.0
33.0,2.37,2,2.0,2.0
85.0,4.99,2,3.0,2.0
61.0,3.19,3,3.0,3.0
67.0,3.58,3,3.0,3.0
48.0,2.75,2,3.0,2.0
44.0,1.52,1,2.0,1.0
200.0,9.6,2,4.0,4.0
200.0,38.0,5,5.0,5.0
30.0,1.89,2,2.0,2.0
81.0,5.7,3,3.0,3.0
58.0,3.4,2,2.0,2.0
100.0,4.3,3,3.0,3.0
200.0,38.0,5,5.0,5.0
50.0,3.05,3,3.0,2.0
160.0,7.2,2,3.0,3.0
33.0,2.37,2,2.0,2.0
460.0,100.0,5,5.0,5.0
230.0,125.0,5,5.0,5.0
50.0,4.3,2,1.0,2.0
200.0,8.4,1,2.0,1.0
81.0,5.7,3,3.0,3.0
15.0,1.35,2,2.0,1.0
58.0,3.4,2,2.0,2.0
32.0,1.65,1,1.0,1.0
100.0,12.5,3,3.0,
72.0,2.45,2,3.0,2.0
70.0,2.4,2,3.0,2.0
90.0,26.5,5,5.0,5.0
100.0,5.5,2,3.0,4.0
40.0,1.85,2,2.0,2.0
72.0,5.5,2,3.0,2.0
148.0,7.0,3,3.0,3.0
52.0,4.39,3,4.0,3.0
53.0,2.19,2,2.0,2.0
52.0,1.95,1,1.0,1.0
156.0,10.5,3,5.0,5.0
90.0,26.5,5,5.0,5.0
99.0,3.3,2,3.0,2.0
32.0,1.69,1,1.0,1.0
81.0,5.7,3,3.0,3.0
72.0,2.17,1,2.0,1.0
43.0,3.5,4,2.0,3.0
480.0,30.5,2,3.0,4.0
105.0,4.6,2,3.0,2.0
90.0,6.1,3,3.0,3.0
101.0,7.95,,1.0,1.0
63.0,4.15,4,4.0,5.0
89.0,2.39,2,2.0,2.0
300.0,37.0,3,4.0,3.0
90.0,25.0,4,5.0,5.0
92.0,11.0,3,3.0,3.0
54.0,2.85,2,3.0,2.0
356.0,39.5,4,5.0,5.0
54.0,2.85,2,3.0,2.0
70.0,4.3,3,3.0,4.0
66.0,2.25,1,2.0,1.0
180.0,6.5,1,2.0,2.0
210.0,8.4,1,2.0,2.0
84.0,2.39,1,2.0,2.0
150.0,21.5,5,5.0,5.0
37.0,2.65,3,3.0,3.0
48.0,1.65,1,2.0,2.0
100.0,15.0,4,5.0,5.0
80.0,2.2,2,3.0,2.0
99.0,2.65,1,3.0,1.0
100.0,14.99,5,5.0,5.0
160.0,9.2,1,2.0,2.0
99.0,2.65,1,3.0,1.0
92.0,11.0,3,3.0,3.0
99.0,2.65,1,3.0,1.0
200.0,9.6,2,3.0,3.0
76.0,3.15,1,2.0,2.0
100.0,4.4,2,3.0,3.0
100.0,3.3,2,3.0,2.0
160.0,9.2,1,2.0,2.0
75.0,3.8,2,2.0,2.0
90.0,4.3,1,2.0,1.0
70.0,3.8,3,4.0,4.0
15.0,2.0,3,2.0,2.0
102.0,8.99,2,3.0,2.0
137.0,2.6,2,3.0,2.0
76.0,3.15,1,2.0,2.0
152.0,9.6,2,3.0,3.0
90.0,15.5,5,5.0,5.0
120.0,14.5,3,4.0,4.0
105.0,25.0,1,1.0,1.0
200.0,8.95,3,4.0,4.0
90.0,25.5,2,3.0,3.0
72.0,5.2,4,4.0,5.0
102.0,8.99,2,3.0,2.0
72.0,3.02,2,2.0,1.0
350.0,28.5,4,5.0,5.0
86.0,4.99,2,3.0,3.0
86.0,5.95,1,4.0,4.0
78.0,4.75,3,3.0,4.0
80.0,2.85,1,4.0,5.0
100.0,7.0,3,4.0,4.0
43.0,2.25,2,2.0,1.0
60.0,3.19,,,
144.0,9.8,3,4.0,4.0
126.0,5.5,1,4.0,4.0
180.0,14.5,2,4.0,4.0
90.0,13.5,5,5.0,5.0
72.0,2.17,1,2.0,1.0
100.0,4.39,2,3.0,2.0
200.0,8.95,3,4.0,4.0
80.0,1.85,1,3.0,3.0
133.0,7.5,2,4.0,4.0
65.0,8.3,2,3.0,3.0
99.0,8.5,2,4.0,
148.0,15.8,2,4.0,2.0
100.0,3.0,2,3.0,2.0
60.0,9.9,3,3.0,3.0
102.0,20.5,1,2.0,1.0
70.0,4.4,3,3.0,3.0
149.0,5.5,1,3.0,3.0
91.0,4.89,3,3.0,3.0
73.0,12.0,4,4.0,4.0
56.0,3.3,2,2.0,2.0
200.0,14.7,3,5.0,5.0
54.0,2.7,1,2.0,2.0
43.0,1.78,2,2.0,2.0
150.0,9.5,1,4.0,2.0
100.0,4.4,2,3.0,3.0
100.0,5.3,1,4.0,4.0
186.0,10.1,1,5.0,5.0
100.0,9.0,4,5.0,5.0
68.0,2.4,2,2.0,2.0
80.0,2.49,,2.0,1.0
200.0,14.7,3,5.0,5.0
300.0,15.9,3,5.0,5.0
42.0,9.0,3,3.0,3.0
15.0,1.35,2,2.0,1.0
37.0,3.15,3,3.0,3.0
60.0,3.7,3,3.0,2.0
96.0,6.2,3,3.0,3.0
214.0,18.0,,,
186.0,10.5,1,3.0,2.0
52.0,6.8,5,5.0,5.0
80.0,8.4,2,4.0,2.0
121.0,5.2,2,3.0,3.0
41.0,1.98,2,2.0,2.0
200.0,37.0,5,5.0,5.0
55.0,7.0,3,4.0,3.0
122.0,5.3,2,3.0,3.0
44.0,1.89,2,3.0,3.0
37.0,3.4,2,2.0,2.0
71.0,5.0,4,4.0,4.0
64.0,4.2,3,3.0,3.0
91.0,4.9,3,3.0,3.0
84.0,4.59,3,3.0,4.0
100.0,4.5,,,
186.0,10.5,1,3.0,2.0
100.0,5.4,2,3.0,3.0
52.0,3.25,2,2.0,2.0
55.0,3.2,2,2.0,2.0
81.0,13.5,5,5.0,5.0
300.0,17.7,5,5.0,5.0
68.0,2.55,1,2.0,1.0
350.0,28.5,4,5.0,5.0
76.0,4.95,4,5.0,5.0
54.0,3.8,2,3.0,2.0
100.0,5.3,1,5.0,5.0
91.0,4.9,3,3.0,3.0
91.0,4.9,3,3.0,3.0
53.0,2.19,2,2.0,2.0
70.0,2.4,2,3.0,2.0
45.0,3.49,3,,
71.0,3.12,1,2.0,2.0
107.0,4.75,,2.0,1.0
125.0,3.3,2,2.0,3.0
95.0,7.1,3,4.0,4.0
54.0,4.85,3,3.0,2.0
350.0,81.0,4,4.0,3.0
54.0,4.85,3,3.0,3.0
64.0,6.5,2,2.0,2.0
207.0,65.0,4,,
136.0,5.4,3,4.0,4.0
71.0,5.0,4,4.0,4.0
105.0,5.1,2,3.0,2.0
71.0,3.35,1,2.0,1.0
76.0,4.95,4,5.0,5.0
100.0,3.8,2,3.0,3.0
54.0,2.85,2,3.0,2.0
54.0,2.39,2,3.0,2.0
56.0,4.7,4,4.0,4.0
186.0,10.5,1,5.0,5.0
54.0,2.85,2,3.0,2.0
132.0,20.0,1,1.0,1.0
99.0,5.7,4,4.0,4.0
1.068,50.0,5,5.0,5.0
92.0,8.9,3,,
131.0,24.0,3,5.0,4.0
93.0,7.99,,,
105.0,9.3,4,5.0,5.0
37.0,1.79,2,2.0,2.0
76.0,4.95,4,5.0,5.0
170.0,13.5,3,5.0,5.0
92.0,8.9,3,3.0,3.0
135.0,4.1,2,2.0,2.0
420.0,72.0,2,5.0,5.0
90.0,5.5,2,2.0,3.0
118.0,12.8,3,5.0,4.0
115.0,7.9,1,,
186.0,10.5,1,5.0,5.0
186.0,10.5,1,5.0,5.0
87.0,5.9,3,3.0,3.0
92.0,8.9,3,3.0,3.0
237.0,31.0,5,5.0,5.0
67.0,3.05,3,3.0,3.0
115.0,8.0,2,3.0,3.0
120.0,7.5,3,4.0,4.0
64.0,2.39,2,3.0,2.0
58.0,2.35,1,2.0,1.0
71.0,3.12,1,2.0,2.0
47.0,3.65,3,3.0,3.0
109.0,9.5,4,5.0,5.0
72.0,15.5,4,4.0,3.0
74.0,4.4,3,3.0,3.0
75.0,5.0,2,3.0,2.0
90.0,6.5,3,3.0,3.0
50.0,3.49,3,3.0,3.0
70.0,4.97,2,3.0,2.0
38.0,2.75,2,2.0,2.0
100.0,13.5,3,4.0,2.0
100.0,9.2,,10.0,6.0
130.0,18.9,5,5.0,5.0
105.0,11.8,2,3.0,2.0
50.0,3.5,3,3.0,3.0
57.0,4.3,3,4.0,3.0
430.0,12.5,2,3.0,2.0
196.0,13.9,1,3.0,2.0
68.0,4.72,2,2.0,3.0
100.0,6.4,3,3.0,2.0
180.0,2.65,2,5.0,3.0
70.0,2.45,2,2.0,2.0
74.0,4.4,3,3.0,3.0
56.0,3.6,2,3.0,2.0
80.0,4.6,1,2.0,1.0
74.0,4.4,3,3.0,3.0
60.0,4.75,1,2.0,2.0
71.0,15.5,4,4.0,4.0
80.0,4.5,1,2.0,1.0
114.0,7.9,,1.0,1.0
115.0,7.7,5,5.0,5.0
172.0,5.5,2,12.0,5.0
100.0,5.5,2,3.0,2.0
50.0,3.99,3,3.0,2.0
60.0,3.4,1,2.0,1.0
74.0,4.4,3,3.0,3.0
125.0,5.9,1,2.0,1.0
75.0,6.5,3,3.0,3.0
72.0,15.5,4,4.0,3.0
36.0,2.68,3,3.0,2.0
111.0,18.0,1,2.0,1.0
60.0,1.75,1,2.0,2.0
70.0,3.12,1,2.0,2.0
70.0,3.12,1,2.0,2.0
75.0,5.0,2,3.0,2.0
228.0,24.5,3,5.0,5.0
100.0,10.0,3,3.0,2.0
360.0,11.9,4,4.0,3.0
54.0,3.2,3,4.0,4.0
64.0,2.05,2,3.0,2.0
66.0,4.1,3,3.0,2.0
72.0,5.9,2,3.0,2.0
63.0,2.05,2,3.0,2.0
80.0,2.65,1,4.0,5.0
120.0,4.5,1,5.0,5.0
72.0,3.5,3,3.0,3.0
115.0,7.7,5,5.0,5.0
73.0,3.1,1,2.0,1.0
61.0,2.75,3,3.0,3.0
76.0,2.58,2,3.0,2.0
73.0,3.05,3,3.0,3.0
115.0,7.7,5,5.0,5.0
122.0,12.5,5,5.0,5.0
100.0,1.25,,,
53.0,1.65,2,2.0,2.0
95.0,4.8,,3.0,3.0
200.0,9.6,2,3.0,3.0
95.0,4.8,3,4.0,3.0
98.0,6.7,2,4.0,4.0
100.0,10.65,5,5.0,5.0
75.0,5.0,2,3.0,2.0
75.0,5.7,2,3.0,2.0
180.0,8.5,2,5.0,5.0
75.0,5.7,2,3.0,2.0
88.0,4.37,2,3.0,3.0
70.0,5.1,3,3.0,2.0
55.0,4.7,3,3.0,3.0
47.0,2.58,2,2.0,2.0
61.0,3.0,1,2.0,1.0
40.0,2.75,2,3.0,2.0
210.0,17.5,4,4.0,5.0
110.0,6.4,2,5.0,
100.0,7.0,3,4.0,4.0
122.0,3.6,2,2.0,1.0
71.0,2.59,2,2.0,2.0
47.0,2.58,2,2.0,2.0
47.0,2.58,2,2.0,2.0
40.0,2.75,2,3.0,2.0
350.0,28.5,4,5.0,5.0
80.0,3.0,2,3.0,2.0
72.0,4.85,3,3.0,2.0
72.0,4.1,3,3.0,2.0
70.0,2.45,1,2.0,2.0
66.0,1.79,1,2.0,2.0
66.0,4.2,3,5.0,4.0
48.0,2.29,2,3.0,2.0
125.0,6.8,3,3.0,4.0
70.0,3.65,2,2.0,2.0
58.0,4.5,2,3.0,2.0
80.0,2.95,3,3.0,3.0
76.0,4.6,3,3.0,4.0
56.0,4.3,4,3.0,3.0
48.0,1.85,2,2.0,2.0
65.0,2.3,1,2.0,2.0
85.0,6.0,1,2.0,1.0
70.0,3.49,3,3.0,2.0
70.0,3.82,3,3.0,3.0
122.0,12.5,5,5.0,5.0
75.0,3.25,3,3.0,3.0
90.0,3.79,2,3.0,2.0
41.0,6.0,3,3.0,3.0
30.0,2.09,2,2.0,2.0
312.0,14.7,1,1.0,1.0
34.0,1.55,2,2.0,2.0
55.0,2.15,2,2.0,2.0
80.0,5.1,2,3.0,2.0
90.0,5.25,2,3.0,2.0
85.0,3.6,2,3.0,3.0
92.0,6.2,3,3.0,4.0
127.0,4.1,2,3.0,2.0
60.0,4.89,2,2.0,3.0
41.0,2.65,3,3.0,2.0
93.0,4.5,2,3.0,2.0
130.0,3.85,3,5.0,5.0
51.0,2.3,2,2.0,1.0
100.0,4.4,1,2.0,2.0
125.0,6.8,3,3.0,3.0
25.0,1.65,2,2.0,2.0
54.0,3.2,3,4.0,4.0
93.0,4.5,2,3.0,2.0
100.0,5.8,3,4.0,4.0
100.0,16.0,3,5.0,5.0
77.0,3.7,2,2.0,1.0
60.0,2.95,3,3.0,3.0
78.0,3.35,,,
70.0,3.65,2,2.0,2.0
155.0,21.3,3,5.0,5.0
78.0,3.0,2,2.0,2.0
64.0,6.1,1,2.0,1.0
54.0,3.2,3,4.0,4.0
